order_count,total_payment,avg_review_score,avg_delivery_days,days_since_last_purchase
1,97.43,5.0,4.0,163
1,609.27,5.0,6.0,474
1,365.74,5.0,7.0,104
1,65.09,5.0,6.0,267
1,609.43,4.0,1.0,127
1,73.34,3.0,5.0,390
1,70.35,5.0,19.0,154
1,1048.57,4.0,14.0,217
1,121.09,4.0,10.0,303
1,76.76,5.0,15.0,309
1,137.78,4.0,6.0,327
1,62.6,5.0,8.0,332
1,189.26,5.0,2.0,91
1,266.53,1.0,34.0,225
1,147.69,5.0,8.0,416
1,127.48,5.0,16.0,322
1,165.8,5.0,13.0,433
1,56.94,3.0,7.0,195
1,111.8,4.0,5.0,278
1,50.5,5.0,5.0,455
1,625.51,5.0,3.0,189
1,473.4,1.0,10.0,75
1,78.18,4.0,13.0,364
1,82.12,4.0,5.0,561
1,77.57,5.0,8.0,379
1,244.81,5.0,11.0,93
1,53.92,1.0,5.0,107
1,151.39,3.0,20.0,284
1,322.17,5.0,18.0,201
1,103.5,4.0,6.0,90
1,146.01,4.0,5.0,126
1,136.67,5.0,20.0,154
1,235.81,5.0,13.0,62
1,51.39,5.0,8.0,436
1,47.72,5.0,15.0,372
1,147.37,4.0,8.0,387
1,361.07,1.0,44.0,318
2,168.46,5.0,4.333333333333333,198
1,386.13,5.0,16.0,343
1,70.32,4.0,10.0,355
1,322.8,5.0,8.0,338
1,192.66,1.0,7.0,442
1,64.42,5.0,7.0,567
1,63.13,5.0,10.0,204
1,35.69,5.0,15.0,289
1,58.46,4.0,8.0,594
1,264.38,5.0,19.0,363
1,152.43,5.0,22.0,552
1,36.16,3.0,4.0,84
1,56.78,5.0,5.0,496
1,74.67,4.0,12.0,395
1,57.77,5.0,13.0,270
1,100.54,5.0,8.0,539
1,104.28,3.0,59.0,235
1,35.77,3.0,3.0,327
1,35.42,5.0,5.0,591
1,145.46,5.0,12.0,258
1,39.95,3.0,9.0,630
1,134.28,3.0,31.0,241
1,76.12,1.0,7.0,77
1,304.52,1.0,22.0,548
1,97.17,4.0,7.0,295
1,169.44,1.0,6.0,176
1,181.4,5.0,13.0,414
1,21.38,1.0,2.0,199
1,99.75,5.0,6.0,109
1,87.81,5.0,19.0,320
1,286.64,5.0,13.0,312
1,279.84,1.0,3.0,117
1,58.01,5.0,1.0,427
2,302.94,5.0,5.5,87
1,47.71,5.0,7.0,61
1,111.99,5.0,6.0,534
1,22.29,5.0,4.0,76
1,111.61,5.0,3.0,201
1,671.58,1.0,14.0,407
1,65.71,5.0,2.0,347
1,100.67,5.0,5.0,68
1,287.72,4.0,9.0,163
1,85.83,5.0,9.0,407
1,121.18,4.0,18.0,375
1,428.24,5.0,6.0,516
1,757.03,5.0,20.0,537
1,111.21,5.0,6.0,553
1,58.37,5.0,10.0,97
1,52.18,5.0,11.0,115
1,87.64,5.0,15.0,419
1,92.74,3.0,27.0,372
1,103.26,5.0,4.0,106
1,761.82,5.0,10.0,572
1,112.91,1.0,7.0,57
1,278.65,3.0,2.0,175
1,143.89,5.0,6.0,511
1,159.81,4.0,18.0,153
1,207.49,5.0,9.0,474
1,31.38,1.0,16.0,401
1,51.1,5.0,8.0,363
1,42.68,4.0,5.0,496
1,93.62,4.0,6.0,75
1,167.32,5.0,18.0,293
1,201.04,5.0,9.0,409
1,400.02,5.0,11.0,187
1,113.2,4.0,8.0,182
1,67.18,5.0,9.0,611
1,23.39,5.0,3.0,192
1,111.6,5.0,10.0,400
1,66.06,5.0,12.0,250
1,68.48,5.0,1.0,56
1,188.3,4.0,2.0,85
1,173.6,5.0,9.0,575
1,27.77,4.0,3.0,509
1,499.36,4.0,13.0,539
1,74.03,5.0,1.0,476
1,634.62,5.0,13.0,127
1,148.14,2.5,11.0,236
1,97.86,5.0,0.0,105
1,101.12,5.0,2.0,434
1,42.27,5.0,6.0,273
1,209.21,4.0,2.0,316
1,79.33,5.0,1.0,274
1,40.24,4.0,12.0,117
1,137.93,5.0,9.0,66
1,31.1,4.0,7.0,411
1,1373.19,5.0,10.0,478
1,82.12,5.0,5.0,279
1,44.1,3.0,18.0,305
1,71.23,5.0,3.0,425
1,75.53,3.0,14.0,629
1,71.19,5.0,4.0,263
1,193.99,1.0,19.0,324
1,117.85,5.0,20.0,255
1,540.02,5.0,9.0,93
1,27.6,5.0,4.0,389
1,137.18,5.0,16.0,275
1,55.93,2.0,6.0,162
1,43.05,5.0,23.0,396
1,106.75,5.0,6.0,83
1,253.14,3.0,1.0,287
1,174.56,5.0,15.0,338
1,82.12,5.0,16.0,184
1,385.13,5.0,3.0,277
1,106.99,5.0,13.0,155
1,52.49,5.0,7.0,78
1,464.12,4.0,12.0,398
2,881.13,1.0,12.0,275
1,142.41,5.0,19.0,218
1,48.13,5.0,8.0,184
1,37.76,4.0,6.0,238
1,57.83,4.0,21.0,218
1,66.71,5.0,3.0,217
1,40.1,5.0,8.0,301
1,177.37,5.0,12.0,265
1,143.81,2.0,8.0,164
1,444.13,2.0,19.0,532
1,23.72,3.0,2.0,402
2,730.18,1.5,14.0,56
1,322.02,2.0,11.0,327
1,98.65,3.0,7.0,103
1,35.4,1.0,33.0,243
1,389.84,1.0,9.0,254
1,73.19,5.0,3.0,70
1,540.08,4.0,24.0,279
1,129.16,5.0,3.0,159
1,55.13,5.0,9.0,218
1,29.55,5.0,11.0,540
1,1966.08,1.0,9.0,269
1,161.24,1.0,13.0,428
3,185.83,5.0,8.0,169
1,55.59,1.0,29.0,233
1,99.2,5.0,2.0,354
1,36.95,5.0,9.0,163
1,194.01,5.0,4.0,616
1,76.89,3.0,1.0,168
1,27.29,5.0,4.0,138
1,129.54,5.0,8.0,268
1,80.21,5.0,12.0,406
1,67.5,5.0,23.0,267
1,139.31,5.0,13.0,407
1,69.54,5.0,6.0,622
1,129.01,1.0,12.0,510
1,32.06,5.0,19.0,196
1,596.27,3.0,33.0,315
1,560.65,5.0,18.0,222
1,166.06,4.0,4.0,620
1,65.43,5.0,5.0,283
1,217.87,5.0,21.0,233
1,77.57,1.0,13.0,455
1,386.46,5.0,6.0,197
1,55.24,5.0,15.0,301
1,21.43,5.0,4.0,237
1,196.01,4.0,19.0,294
1,80.32,3.0,8.0,84
1,95.13,5.0,8.0,73
1,45.0,5.0,12.0,324
1,1266.94,5.0,7.0,517
1,40.74,5.0,10.0,382
1,190.37,5.0,13.0,323
1,53.23,3.0,3.0,225
1,223.84,5.0,18.0,390
1,364.1,5.0,5.0,193
1,172.45,5.0,12.0,139
2,291.1,4.333333333333333,7.333333333333333,285
1,762.33,5.0,18.0,408
1,189.97,4.0,7.0,239
1,226.71,5.0,14.0,255
2,72.96,3.0,5.5,161
1,145.79,5.0,8.0,93
1,40.09,5.0,7.0,261
1,75.07,5.0,14.0,282
1,115.6,5.0,10.0,138
1,601.56,3.0,12.0,252
1,146.4,1.0,18.0,226
1,107.27,5.0,22.0,582
1,313.53,5.0,1.0,198
1,53.68,5.0,5.0,312
1,28.76,4.0,3.0,302
1,57.68,3.0,7.0,516
1,86.88,5.0,3.0,158
1,487.56,1.0,6.0,309
1,136.06,5.0,1.0,59
1,234.36,5.0,9.0,346
1,1025.05,5.0,10.0,78
1,171.03,5.0,17.0,88
1,47.29,5.0,6.0,105
1,45.37,5.0,9.0,254
1,4194.76,2.0,15.0,546
1,515.74,3.0,12.0,355
1,85.52,5.0,3.0,386
1,121.62,4.0,11.0,96
1,425.4,3.0,3.0,165
1,86.73,5.0,7.0,511
1,107.88,5.0,12.0,168
1,613.78,4.0,9.0,737
1,47.43,5.0,3.0,205
1,61.05,5.0,8.0,527
1,104.85,5.0,17.0,277
1,66.31,5.0,6.0,178
1,73.34,5.0,10.0,426
1,126.58,4.0,10.0,67
1,379.97,3.0,34.0,168
1,93.92,5.0,20.0,246
1,210.9,5.0,2.0,575
1,64.14,5.0,10.0,310
1,50.6,4.0,31.0,430
1,106.77,5.0,5.0,285
1,31.78,5.0,3.0,439
2,272.23,5.0,2.5,282
1,61.84,3.0,7.0,264
1,59.3,5.0,10.0,169
1,49.1,5.0,9.0,381
1,58.28,5.0,2.0,85
1,220.89,5.0,9.0,371
1,66.69,2.0,19.0,490
1,66.68,5.0,26.0,559
1,62.92,2.0,14.0,453
1,103.26,5.0,6.0,105
1,143.84,5.0,32.0,163
1,119.84,4.0,11.0,279
1,359.5,5.0,6.0,83
1,73.96,1.0,33.0,223
1,64.14,5.0,22.0,328
1,84.45,4.0,15.0,174
1,382.3,5.0,28.0,397
1,1653.6,5.0,14.0,378
1,92.31,5.0,2.0,182
1,144.4,5.0,12.0,411
1,65.0,5.0,11.0,445
1,66.6,5.0,8.0,400
1,59.94,3.0,10.0,222
1,440.19,5.0,4.0,244
1,309.89,5.0,5.0,128
1,290.0,5.0,5.0,72
1,238.65,1.0,40.0,227
1,62.91,5.0,4.0,86
1,81.71,4.0,13.0,73
1,68.13,1.0,35.0,223
1,164.35,4.0,6.0,316
1,123.49,5.0,13.0,98
1,2405.3,1.0,26.0,252
1,86.02,5.0,14.0,278
1,89.88,3.0,17.0,148
1,68.35,5.0,6.0,71
1,784.86,1.0,4.0,121
1,40.96,1.0,36.0,204
1,85.14,5.0,8.0,435
1,103.27,5.0,13.0,75
1,80.56,5.0,10.0,539
1,57.03,4.0,12.0,212
1,37.13,3.0,7.0,399
1,46.08,3.0,5.0,273
1,249.29,5.0,15.0,286
1,191.89,3.0,1.0,148
2,125.64,4.0,4.0,464
1,143.39,5.0,10.0,586
1,226.24,4.0,15.0,435
1,217.78,5.0,15.0,377
1,639.98,5.0,42.0,307
1,56.05,5.0,15.0,238
1,221.71,4.0,15.0,380
1,249.82,3.0,10.0,145
1,22.4,5.0,16.0,339
1,156.96,5.0,2.0,413
1,171.35,5.0,15.0,488
1,111.96,5.0,10.0,625
1,61.32,5.0,7.0,188
1,157.78,4.0,17.0,186
1,183.73,2.0,32.0,304
1,101.1,3.0,7.0,92
1,673.18,5.0,4.0,469
1,233.05,4.0,3.0,462
1,103.15,4.0,10.0,331
1,72.38,5.0,8.0,223
1,60.86,1.0,24.0,544
1,55.69,5.0,14.0,293
1,43.22,5.0,13.0,212
1,72.83,5.0,18.0,211
1,106.29,5.0,8.0,415
1,188.97,4.0,6.0,371
1,476.87,3.0,7.0,383
1,127.01,5.0,14.0,337
1,270.84,1.0,6.0,69
1,48.21,5.0,9.0,92
1,86.45,5.0,13.0,161
1,518.25,5.0,9.0,509
1,61.96,4.0,27.0,132
1,51.86,2.0,24.0,328
1,26.77,4.0,1.0,477
1,33.75,1.0,17.0,316
1,42.94,4.0,18.0,139
1,118.35,5.0,6.0,104
1,595.49,3.0,19.0,166
1,43.27,5.0,11.0,116
1,99.9,4.5,6.0,161
1,184.59,4.0,12.0,178
1,647.54,5.0,5.0,387
1,117.94,5.0,10.0,467
1,203.3,4.0,28.0,507
1,105.76,5.0,3.0,218
1,54.1,5.0,7.0,376
1,236.92,5.0,13.0,346
1,202.87,5.0,7.0,387
1,192.09,4.0,14.0,217
1,70.12,5.0,16.0,310
1,39.09,5.0,19.0,252
1,131.38,5.0,3.0,58
1,283.0,5.0,6.0,181
1,35.77,4.0,3.0,187
2,476.62,3.25,12.0,151
1,66.6,5.0,14.0,372
1,184.02,5.0,10.0,93
1,209.11,1.0,5.0,159
1,35.96,5.0,9.0,156
1,45.09,5.0,9.0,438
1,201.13,1.0,6.0,186
1,330.13,5.0,7.0,185
1,128.02,1.0,33.0,230
1,245.68,5.0,9.0,613
1,209.2,4.0,2.0,458
1,39.96,4.0,3.0,561
1,202.56,5.0,3.0,137
1,33.84,4.0,18.0,327
1,32.0,4.0,16.0,327
1,71.82,5.0,7.0,337
1,42.86,5.0,5.0,63
1,69.9,5.0,11.0,164
1,30.05,5.0,9.0,545
1,99.9,5.0,11.0,173
1,77.66,5.0,21.0,450
1,96.8,1.0,11.0,380
1,190.37,5.0,22.0,316
1,856.89,4.0,15.0,176
1,71.82,5.0,4.0,516
1,607.44,5.0,10.0,634
1,106.77,4.0,21.0,322
1,245.45,1.0,32.0,130
1,117.85,5.0,26.0,262
1,40.85,4.0,7.0,399
1,61.75,4.0,17.0,253
1,104.99,5.0,21.0,160
1,97.72,5.0,11.0,238
1,49.36,3.0,3.0,233
1,47.38,3.0,21.0,319
1,118.48,4.0,12.0,344
1,1478.45,5.0,2.0,223
1,1886.04,5.0,3.0,159
1,33.71,5.0,3.0,52
1,107.78,5.0,16.0,427
1,116.38,1.0,5.0,54
1,111.35,5.0,2.0,63
1,85.76,5.0,10.0,355
1,40.93,3.0,9.0,203
1,150.83,5.0,7.0,142
1,483.3,3.0,4.0,184
2,156.26,2.0,29.0,149
1,367.2,5.0,11.0,518
1,34.69,1.0,13.0,317
1,95.12,4.0,4.0,479
1,46.43,5.0,6.0,105
1,115.94,5.0,9.0,457
1,33.85,5.0,6.0,327
1,157.81,5.0,3.0,146
1,196.81,4.0,21.0,308
1,68.35,5.0,7.0,64
1,65.13,5.0,6.0,215
1,105.12,5.0,18.0,137
1,40.38,5.0,3.0,190
1,2570.58,1.0,49.0,257
1,141.63,5.0,10.0,282
1,88.58,3.0,3.0,72
1,333.51,5.0,9.0,393
1,215.16,3.0,19.0,153
1,444.06000000000006,5.0,3.0,209
1,96.82,5.0,4.0,213
2,188.37,4.5,11.5,131
2,1608.36,4.4,3.4,154
1,652.76,3.0,13.0,98
1,253.23,5.0,1.0,78
1,30.19,1.0,13.0,271
1,158.13,5.0,25.0,319
1,62.9,1.0,35.0,221
1,1288.25,5.0,11.0,389
1,167.52,5.0,15.0,343
1,106.38,5.0,10.0,500
1,63.33,5.0,6.0,204
1,55.09,5.0,14.0,259
1,435.64,5.0,7.0,202
1,383.03,5.0,6.0,57
1,139.6,3.0,23.0,543
1,128.35,5.0,2.0,205
1,133.99,1.0,42.0,224
1,96.8,2.0,35.0,321
1,37.99,5.0,3.0,376
1,127.53,5.0,13.0,266
2,262.72,5.0,15.0,280
1,65.71,5.0,2.0,434
1,460.64,5.0,2.0,113
1,339.16,5.0,8.0,62
1,174.13,3.0,24.0,80
1,225.22,1.0,5.0,308
1,396.35,1.0,5.0,305
2,315.44,3.0,15.5,517
1,224.21,5.0,7.0,540
1,167.32,5.0,1.0,79
1,31.93,5.0,3.0,568
1,111.21,5.0,4.0,558
2,147.23000000000002,5.0,13.0,201
1,160.87,1.0,11.0,159
1,177.99,5.0,14.0,163
1,328.67,5.0,6.0,471
1,79.62,5.0,7.0,616
1,142.21,1.0,4.0,577
1,99.9,5.0,12.0,173
1,236.74,3.0,22.0,216
1,57.77,5.0,5.0,369
1,117.82,2.0,10.0,585
1,89.17,5.0,8.0,443
1,313.54,4.0,11.0,100
1,67.82,4.0,15.0,316
1,133.2,4.0,9.0,491
1,21.1,5.0,10.0,323
1,31.77,5.0,4.0,371
1,30.23,5.0,12.0,131
1,87.27,4.0,12.0,61
1,556.36,5.0,9.0,263
1,61.64,4.0,9.0,310
1,148.0,4.0,5.0,453
1,74.66,5.0,12.0,350
1,177.69,5.0,3.0,156
1,167.31,3.0,9.0,156
1,34.13,5.0,4.0,93
1,68.13,5.0,12.0,386
1,287.18,5.0,11.0,209
1,102.59,5.0,24.0,214
1,262.69,4.0,26.0,248
1,197.44,3.0,5.0,90
1,241.45,1.0,11.0,139
1,89.47,5.0,11.0,158
1,79.15,3.0,18.0,438
1,122.47,4.0,13.0,229
1,55.27,5.0,2.0,423
1,300.49,5.0,16.0,396
1,417.98,3.0,15.0,70
1,48.3,1.0,25.0,73
1,35.0,3.0,24.0,260
1,35.0,5.0,21.0,420
1,121.68,5.0,17.0,144
1,96.24,3.0,20.0,391
1,48.46,3.0,3.0,196
1,57.72,5.0,2.0,311
1,142.14,1.0,59.0,89
1,75.01,5.0,20.0,196
1,184.43,5.0,14.0,285
1,46.39,5.0,2.0,203
1,129.92,1.0,13.0,218
1,68.64,5.0,4.0,171
1,306.35,5.0,16.0,549
1,70.49,5.0,5.0,111
1,100.89,5.0,9.0,591
1,551.15,4.0,8.0,169
1,90.99,2.0,30.0,316
1,73.43,5.0,9.0,282
1,185.62,5.0,8.0,519
1,84.15,5.0,13.0,337
1,116.62,1.0,30.0,203
1,43.09,5.0,17.0,229
1,639.98,1.0,24.0,312
1,127.38,3.0,7.0,305
1,121.09,3.0,18.0,324
1,103.43,5.0,2.0,185
1,240.47,5.0,9.0,127
1,67.18,5.0,4.0,69
1,244.22,5.0,7.0,120
1,41.2,4.0,1.0,113
1,231.12,2.0,22.0,366
1,146.84,3.0,6.0,70
1,68.45,3.0,12.0,96
1,68.0,5.0,7.0,406
1,103.64,1.0,25.0,263
1,77.11,5.0,5.0,63
1,241.93,5.0,13.0,336
1,540.06,5.0,23.0,88
1,32.77,5.0,2.0,338
1,200.33,1.0,40.0,323
1,137.99,4.0,23.0,301
1,27.23,5.0,8.0,112
1,44.51,5.0,7.0,559
1,64.63,5.0,15.0,269
1,56.87,5.0,4.0,73
1,117.94,5.0,12.0,488
1,94.77,5.0,9.0,87
1,646.11,4.0,8.0,457
1,163.26,4.0,23.0,485
1,78.31,5.0,1.0,461
1,137.99,5.0,17.0,415
1,344.08,4.0,10.0,269
1,35.35,5.0,20.0,544
1,205.87,5.0,11.0,270
1,124.21,5.0,15.0,280
1,104.28,5.0,13.0,526
1,164.81,5.0,8.0,380
1,52.72,3.0,11.0,208
1,121.2,5.0,14.0,259
1,47.81,4.0,0.0,180
1,44.85,5.0,5.0,368
1,38.17,5.0,1.0,267
1,68.78,3.0,2.0,148
1,51.5,5.0,18.0,455
1,89.36,4.0,18.0,138
1,150.74,5.0,13.0,286
1,82.68,5.0,1.0,119
1,100.26,1.0,38.0,227
1,419.98,2.0,8.0,80
1,33.75,5.0,9.0,262
1,46.2,5.0,10.0,82
1,2039.31,4.0,19.0,353
1,35.03,5.0,2.0,77
1,253.34,4.0,11.0,579
1,26.94,5.0,2.0,420
1,58.45,5.0,9.0,70
1,135.47,4.0,2.0,223
1,69.9,5.0,28.0,153
1,128.21,1.0,26.0,175
1,54.04,5.0,23.0,156
1,114.44,5.0,9.0,324
1,152.31,5.0,10.0,275
1,32.89,5.0,2.0,118
1,419.27,5.0,16.0,221
1,66.62,4.0,14.0,316
1,168.53,4.0,2.0,177
1,155.94,5.0,8.0,162
1,48.82,3.0,16.0,222
1,31.13,1.0,13.0,113
1,30.93,5.0,27.0,244
1,297.76,1.0,6.0,446
1,104.37,5.0,8.0,324
1,43.0,1.0,38.0,234
1,56.78,3.0,27.0,284
1,32.23,4.0,13.0,76
1,82.73,4.0,8.0,506
1,54.62,4.0,30.0,349
1,154.18,2.0,28.0,327
2,511.78,4.5,4.75,162
1,38.28,5.0,14.0,252
1,735.88,5.0,17.0,221
1,172.62,5.0,20.0,193
1,77.03,5.0,3.0,155
1,68.7,5.0,2.0,277
1,172.22,5.0,8.0,364
1,48.13,5.0,9.0,133
1,189.56,5.0,4.0,181
1,60.1,1.0,12.0,306
1,88.96,5.0,4.0,194
1,135.54,4.0,7.0,190
1,52.76,1.0,23.0,222
1,646.6800000000001,4.0,16.0,325
1,231.0,5.0,6.0,391
1,238.11,5.0,7.0,211
1,116.74,5.0,5.0,280
1,208.14,3.0,25.0,236
1,62.78,5.0,6.0,196
1,74.16,5.0,14.0,465
1,116.36,5.0,12.0,364
1,262.52,5.0,18.0,506
1,105.78,2.0,9.0,433
1,116.79,5.0,9.0,89
1,177.8,3.0,26.0,244
1,37.58,5.0,13.0,75
1,114.79,5.0,9.0,595
1,47.68,5.0,10.0,315
1,79.9,4.0,21.0,525
2,1171.6,5.0,11.75,144
1,672.41,4.0,16.0,303
1,324.84,1.0,66.0,338
1,180.79,5.0,4.0,238
1,112.3,4.0,3.0,259
1,73.34,5.0,4.0,440
1,62.37,5.0,4.0,522
1,148.53,5.0,14.0,124
1,95.31,5.0,15.0,303
1,336.33,5.0,4.0,81
1,27.39,5.0,1.0,133
1,27.6,2.0,3.0,193
1,86.99,2.0,7.0,72
1,160.24,2.0,7.0,582
1,51.05,4.0,12.0,325
1,43.22,5.0,16.0,221
1,269.14,1.0,4.0,166
1,64.28,4.0,9.0,343
1,24.68,5.0,1.0,260
1,171.44,5.0,11.0,251
1,220.24,5.0,17.0,420
1,126.68,5.0,17.0,167
1,1791.86,4.0,20.0,349
1,51.05,5.0,18.0,501
1,99.43,4.0,15.0,183
1,87.25,4.0,8.0,288
1,55.09,3.0,8.0,243
1,151.59,5.0,2.0,182
1,134.08,4.0,5.0,102
1,36.78,4.0,1.0,261
1,516.76,5.0,11.0,88
1,447.36,4.0,19.0,167
1,167.86,5.0,9.0,133
1,280.63,4.0,14.0,110
1,40.78,3.0,9.0,192
1,106.49,5.0,9.0,77
1,157.81,1.0,21.0,182
1,40.27,1.0,9.0,377
1,336.31,4.0,7.0,575
1,286.5,5.0,8.0,485
1,518.66,1.0,13.0,175
1,2153.35,4.0,2.0,196
1,67.42,3.0,20.0,377
1,2889.6,5.0,65.0,263
1,48.69,5.0,7.0,455
1,229.81,5.0,13.0,462
1,64.07,5.0,6.0,327
1,975.44,5.0,11.0,531
1,103.14,5.0,11.0,283
1,141.3,3.0,20.0,532
1,128.07,2.0,43.0,315
1,606.57,5.0,8.0,169
1,311.16,1.0,24.0,327
2,229.48,1.0,25.0,327
1,319.11,5.0,10.0,267
1,27.2,5.0,21.0,155
1,67.62,1.0,41.0,445
1,26.78,5.0,2.0,380
1,416.8,5.0,21.0,261
1,99.9,5.0,9.0,162
1,231.79,5.0,8.0,157
1,61.04,5.0,11.0,213
1,92.25,5.0,6.0,502
1,133.27,3.0,11.0,405
1,108.44,5.0,13.0,117
1,76.64,5.0,13.0,385
1,71.82,5.0,3.0,401
1,44.27,5.0,3.0,235
1,84.36,1.0,9.0,75
1,222.14,5.0,5.0,166
2,156.26,5.0,4.0,386
1,116.36,1.0,40.0,325
1,136.93,5.0,3.0,64
1,967.02,5.0,16.0,152
1,65.7,5.0,43.0,591
1,116.84,5.0,18.0,396
1,322.89,4.0,7.0,399
1,73.34,5.0,2.0,342
1,63.49,5.0,11.0,397
2,136.36,3.333333333333333,2.6666666666666665,160
1,55.71,4.0,8.0,211
1,85.15,4.0,16.0,291
1,35.0,4.0,11.0,466
1,1258.73,1.0,4.0,213
1,146.11,5.0,19.0,615
1,159.12,4.0,4.0,121
1,102.12,5.0,7.0,434
1,195.63,4.0,8.0,170
1,147.23,5.0,3.0,85
1,180.94,5.0,2.0,345
1,89.88,4.0,9.0,491
1,290.66,5.0,11.0,360
1,170.12,5.0,4.0,278
1,99.16,5.0,15.0,190
1,443.35,4.0,8.0,328
1,127.44,1.0,13.0,110
1,94.74,1.0,29.0,97
1,111.18,5.0,2.0,507
1,55.04,5.0,13.0,120
1,380.74,3.0,36.0,244
1,123.12,5.0,7.0,224
1,535.32,5.0,1.0,146
1,28.23,3.0,7.0,170
1,959.32,5.0,7.0,162
1,144.17,5.0,9.0,198
1,261.58,1.0,7.0,128
1,108.51,5.0,3.0,263
1,238.44,4.0,12.0,74
1,273.88,5.0,9.0,85
1,56.87,5.0,5.0,123
1,102.27,5.0,12.0,75
1,51.69,5.0,5.0,342
1,65.14,5.0,9.0,316
1,251.64,5.0,10.0,638
1,114.04,4.0,12.0,254
1,272.29,4.0,16.0,480
1,1009.56,5.0,5.0,425
1,283.73,5.0,13.0,204
1,856.89,5.0,7.0,231
1,472.62,5.0,9.0,153
1,233.92,5.0,1.0,148
1,268.36,5.0,15.0,538
1,26.69,5.0,17.0,322
1,43.0,3.0,7.0,357
1,592.76,5.0,14.0,575
1,183.86,5.0,7.0,397
1,280.63,5.0,14.0,469
1,149.58,5.0,20.0,238
1,156.09,5.0,5.0,578
1,185.84,1.0,23.0,365
1,107.78,1.0,72.0,253
1,223.54,4.0,8.0,71
1,384.81,5.0,10.0,495
1,145.99,5.0,17.0,207
1,182.16,3.0,5.0,391
1,111.8,5.0,2.0,358
1,55.62,5.0,21.0,441
1,54.32,5.0,5.0,191
1,112.81,5.0,16.0,249
1,355.6,5.0,2.0,183
1,131.44,5.0,6.0,322
1,154.55,5.0,4.0,324
1,38.29,5.0,2.0,440
1,94.63,5.0,2.0,555
1,195.51,5.0,2.0,261
1,43.98,4.0,6.0,241
1,260.62,1.0,2.0,465
1,123.18,5.0,11.0,206
1,52.85,5.0,3.0,72
1,42.68,5.0,4.0,247
1,75.85,5.0,12.0,245
1,249.32,4.0,10.0,215
1,72.38,4.0,6.0,463
1,29.28,3.0,20.0,302
1,46.11,4.0,8.0,595
1,38.59,2.0,14.0,308
1,53.35,5.0,14.0,114
1,209.32,5.0,3.0,51
1,65.01,4.0,12.0,370
1,154.47,5.0,3.0,200
1,122.37,1.0,10.0,531
1,106.05,5.0,2.0,183
1,97.64,5.0,18.0,426
1,170.6,4.0,8.0,487
1,136.59,1.0,15.0,225
1,64.48,5.0,18.0,739
2,491.63,5.0,13.5,390
1,220.17,4.0,25.0,193
1,221.44,1.0,21.0,195
1,29.77,1.0,13.0,544
1,38.27,5.0,6.0,442
1,49.85,5.0,7.0,362
1,30.44,5.0,13.0,275
1,260.5,5.0,2.0,77
1,143.15,5.0,3.0,524
1,647.77,5.0,7.0,128
1,173.2,3.0,3.0,163
1,38.09,5.0,5.0,403
1,132.91,3.0,20.0,82
1,242.12,5.0,4.0,564
1,1266.4,2.5,2.0,408
1,112.25,1.0,4.0,208
1,990.54,5.0,19.0,546
1,89.36,5.0,9.0,134
1,192.03,5.0,14.0,70
1,42.77,1.0,8.0,253
1,136.3,5.0,9.0,175
1,50.72,5.0,5.0,117
1,117.13,5.0,18.0,394
1,117.92,5.0,8.0,366
1,31.75,4.0,8.0,423
1,72.29,5.0,5.0,173
1,84.61,5.0,10.0,453
1,82.13,1.0,9.0,168
1,32.37,5.0,6.0,155
1,312.49,5.0,23.0,325
1,71.05,4.0,13.0,326
1,534.04,5.0,10.0,229
1,139.61,5.0,15.0,273
1,162.47,5.0,8.0,178
1,739.79,5.0,8.0,74
1,23.72,4.0,3.0,246
1,444.84,5.0,10.0,584
1,269.2,5.0,6.0,232
1,88.64,5.0,5.0,280
1,98.13,5.0,17.0,233
3,87.75,5.0,6.666666666666667,559
1,35.69,5.0,4.0,191
1,67.62,4.0,13.0,453
1,32.38,1.0,17.0,261
1,126.11,5.0,15.0,325
1,410.53,2.0,6.0,110
1,104.84,5.0,14.0,120
1,102.69,5.0,43.0,583
1,43.53,5.0,17.0,443
1,622.28,5.0,6.0,81
1,260.2,5.0,14.0,545
1,119.88,5.0,10.0,500
1,81.0,1.0,42.0,271
1,235.06,5.0,12.0,65
1,216.68,3.0,9.0,241
1,209.48,5.0,19.0,454
1,258.05,3.0,14.0,439
1,62.91,5.0,7.0,83
1,39.09,5.0,20.0,301
1,108.24,5.0,4.0,457
1,108.68,5.0,6.0,194
1,68.02,5.0,17.0,454
1,211.73,5.0,5.0,200
1,576.36,4.0,5.0,572
1,184.75,4.0,23.0,479
1,952.88,5.0,7.0,233
1,83.93,5.0,5.0,346
1,180.51,2.0,13.0,494
1,48.69,3.0,26.0,330
1,203.64,5.0,6.0,55
1,41.0,5.0,22.0,253
1,178.67,5.0,5.0,497
1,61.78,5.0,13.0,413
1,38.14,5.0,7.0,89
1,69.96,5.0,5.0,56
1,129.09,1.0,20.0,246
1,157.77,5.0,15.0,325
1,169.37,4.0,24.0,318
1,55.09,5.0,8.0,275
1,414.86,5.0,11.0,245
2,197.49,5.0,11.5,592
1,221.67,5.0,10.0,415
1,49.34,5.0,16.0,273
1,551.49,5.0,17.0,223
1,36.15,5.0,7.0,155
1,94.21,4.0,7.0,399
1,209.36,5.0,26.0,111
1,37.38,4.0,6.0,456
1,84.23,3.0,26.0,304
1,63.1,4.0,9.0,441
2,390.97,5.0,6.0,512
1,73.27,3.0,15.0,134
1,430.89,4.0,12.0,166
